symbol,fa_persons,fa_companies,lead_underwriters_norm,co_underwriters_norm,ipo_price,first_trade_date,open_d1,high_d1,low_d1,close_d1,close_d2,close_d3,close_d4,close_d5,close_1W,close_1M,close_3M,close_6M
SECURE,,-,['บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",16.0000,Thu Jul 01,27.5000,28.2500,23.6000,24.2000,27.2500,29.7500,30.0000,27.7500,25.7500,24.4000,26.0000,30.7500
SEI,นาย วรวัสส์ วัสสานนท์,บริษัท อวานการ์ด แคปปิตอล จำกัด,['บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด'],,3.1000,Tue Sep 24,7.5000,8.4000,5.9000,6.3000,5.6000,6.5000,6.5000,6.2000,5.9000,4.7000,3.6400,3.2000
SELIC,เสกสรรค์ ธโนปจัย,แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ แอพเพิล เวลธ์ จำกัด', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",2.9000,Tue Oct 18,4.3000,4.5000,3.8600,4.0800,3.8600,3.9400,3.9400,3.9600,3.9600,3.0600,3.3600,3.1600
SENA,,แอสเซท โปร แมเนจเม้นท์ บจ.,['บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ สินเอเชีย จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมอร์ชั่น พาร์ทเนอร์ จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.9800,Wed Jul 29,2.0200,2.0800,1.9900,2.0000,2.0000,1.9800,1.9900,1.9800,1.9600,1.8900,1.9200,1.8600
SFLEX,นางสาว กัญญารัตน์ ประพิณวณิชย์,บริษัท หลักทรัพย์ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมอร์ชั่น พาร์ทเนอร์ จำกัด', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอ วี โกลบอล จำกัด (มหาชน)']",3.8800,Thu Dec 19,3.6400,3.9400,3.5000,3.7600,3.5200,3.5200,3.5200,3.5200,3.5200,4.0600,5.0500,10.7000
SFT,N.A.,บริษัท หลักทรัพย์อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ คิงส์ฟอร์ด จำกัด', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเอสแอล จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",3.8000,Thu Oct 29,3.7200,3.9400,3.6600,3.6600,4.0600,4.0400,4.0000,4.0400,4.0600,4.5000,4.4400,6.1000
SGC,"นาง วันทนา เพชรฤกษ์วงศ์, N.A.","บริษัท หลักทรัพย์เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน), บริษัท ที่ปรึกษา เอเซีย พลัส จำกัด","['บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",3.9000,Tue Dec 13,4.0600,5.0000,4.0600,5.0000,5.4000,4.9400,5.0000,5.0500,4.7600,5.0000,3.0000,1.9100
SGP,,แอดไวเซอรี่ พลัส บจก.,['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ นครหลวงไทย จำกัด', 'บริษัทหลักทรัพย์ สินเอเชีย จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมอร์ชั่น พาร์ทเนอร์ จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",8.0000,Tue Jun 03,10.0000,10.3000,9.1000,9.1000,9.0000,8.9500,8.9000,8.3000,7.0500,8.0000,6.1500,4.3800
SHR,N.A.,"ธนาคารซีไอเอ็มบี ไทย จำกัด (มหาชน), ธนาคารกรุงไทย จำกัด (มหาชน)","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เครดิต สวิส (ประเทศไทย) จำกัด']","['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",5.2000,Tue Nov 12,5.0000,5.0000,4.1400,4.1400,4.1400,4.1400,3.8400,4.1800,4.1600,3.9000,2.3200,2.0600
SICT,นางสาว ปิยะฉัตร ยอดเพชร,บริษัท ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเอสแอล จำกัด', 'บริษัทหลักทรัพย์ แลนด์ แอนด์ เฮ้าส์ จำกัด']",1.3800,Thu Jul 30,4.1400,4.1400,4.1400,4.1400,4.7600,5.4500,6.2500,5.3500,5.0000,4.4200,4.3800,4.2400
SIMAT,,ฟิลลิป (ประเทศไทย) บล.บมจ.,['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอ วี โกลบอล จำกัด (มหาชน)']",3.8000,Wed Dec 12,5.1500,6.6500,4.4200,4.6600,4.1600,4.0800,3.8000,4.4800,4.3600,4.1600,4.2000,4.2600
SINO,นางสาว จิรยง อนุมานราชธน,บริษัท เจย์ แคปปิตอล แอดไวเซอรี จำกัด,['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",1.4000,Wed Sep 20,1.6000,1.9700,1.5800,1.9300,2.0800,2.0000,1.7500,1.6300,1.7100,1.1300,1.4600,1.3100
SISB,นางสาว สมลักษณ์ เธียรพจน์,บริษัท หลักทรัพย์ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",5.2000,Thu Nov 29,5.0000,5.2500,4.3600,4.3600,4.5200,4.4200,4.4400,4.4400,4.4400,4.2800,6.8500,7.1000
SK,,-,"['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']","['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",0.8000,Thu Oct 08,1.6000,2.0000,1.2000,1.2000,1.0200,1.0200,1.0900,1.0300,1.0300,0.9300,0.8500,1.2300
SKE,นาย ธีรภาพ สิทธิวีรธรรม,บริษัท หลักทรัพย์เคที ซีมิโก้ จำกัด,['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",1.8000,Wed Nov 22,2.4000,2.4600,2.0600,2.1200,2.0000,1.8200,1.7100,1.7600,1.7200,1.6200,1.7500,1.5000
SKIN,นาย สุพล ค้าพลอยดี,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ลิเบอเรตอร์ จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.2000,Wed Sep 24,3.1000,3.6200,3.0000,3.6200,3.1400,3.1600,2.8200,2.5600,2.5200,1.7100,1.4000,1.3500
SKN,นาย ทวีชัย ตั้งธนทรัพย์,บริษัท หลักทรัพย์ทิสโก้ จำกัด,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",7.3500,Tue Sep 26,9.5000,10.4000,9.5000,9.5000,9.0000,9.5500,9.4000,9.6500,9.6500,9.3000,6.9000,6.5000
SLP,ภาณุพงศ์ เตชะเพชรไพบูลย์,พาย จำกัด (มหาชน),['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเชียเวลท์ จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",2.1600,Thu May 07,3.0000,3.1800,2.1600,2.1600,2.0400,1.9800,2.0600,2.0200,1.9900,1.6800,1.4200,1.2000
SMART,สมศักดิ์ ศิริชัยนฤมิตร,แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.9000,Thu Oct 02,5.7000,5.7000,5.0500,5.1000,4.3400,3.3000,3.7000,3.6400,3.7400,3.9000,4.0800,4.3200
SMIT,,โกลเบล็ก แอ็ดไวเซอรี่ บจก.,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ ฟาร์อีสท์ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']",2.7500,Tue Dec 13,2.0200,2.0600,1.9700,1.9700,1.9500,1.9700,1.9800,2.0600,2.1200,2.2800,2.1800,2.1200
SMO,นาย สุริยา ธรรมธีระ,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",5.4000,Mon Nov 10,4.5000,4.7800,4.1000,4.1000,4.1400,3.8800,4.0000,4.0000,4.0400,3.4000,3.6400,3.6400
SMT,,ทิสโก้ บล.บจก.,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",4.9500,Thu Sep 24,5.2500,5.9500,5.2500,5.7500,5.5000,5.3500,5.4500,5.7500,6.1500,6.5500,6.0000,6.7000
SNC,,เอเซีย พลัส บล.บมจ.,['บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)']",3.8000,Thu Oct 21,3.7400,3.7800,3.2000,3.2000,3.3200,3.5000,3.5000,3.1600,3.1600,3.1800,3.0200,3.3400
SNNP,นางสาว วรายุ อิ่มอโนทัย,ธนาคารไทยพาณิชย์ จำกัด (มหาชน),['บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",9.2000,Tue Jul 20,11.9000,12.3000,10.3000,10.4000,10.4000,10.5000,11.5000,11.3000,11.3000,12.0000,10.9000,15.6000
SNPS,นางสาว กัญญารัตน์ ประพิณวณิชย์,บริษัท หลักทรัพย์ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ คิงส์ฟอร์ด จำกัด', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",4.2000,Fri Nov 29,3.9000,4.4000,3.9000,4.2200,4.1400,4.1800,4.2000,4.2600,4.2600,5.2000,5.8500,5.1000
SO,นางสาว ปิยนาถ แก้วประเสริฐศิลป,บริษัท หลักทรัพย์อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เอเอสแอล จำกัด', 'บริษัทหลักทรัพย์ ไอ วี โกลบอล จำกัด (มหาชน)']",6.5000,Wed Oct 14,6.7000,7.0500,6.4000,6.4000,5.6000,5.7000,5.5500,5.6500,6.0500,6.7000,10.5000,10.8000
SOLAR,,โกลเบล็ก บจก. บล.,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บีที จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",8.0000,Wed Mar 30,8.5000,11.6000,8.5000,11.6000,11.0000,10.2000,9.8000,10.4000,10.4000,11.8000,13.8000,10.6000
SPA,"พรรษชล กำพลวัชรา, สุจริต อิศรางกูร ณ อยุธยา","โกลเบล็ก จำกัด, แอ๊ดวานซ์ แคปปิตอล เซอร์วิสเซส จำกัด",['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",1.7000,Fri Oct 31,4.7000,5.1000,4.5400,5.1000,5.0000,4.8200,4.8600,4.9800,5.3500,4.3600,4.6000,5.4000
SPACK,,ซิกโก้ แอ็ดไวเซอรี่ บจก.,['บริษัทหลักทรัพย์ ซิกโก้ จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",17.0000,Tue Mar 30,3.4800,3.5600,2.7000,2.7400,2.9800,3.0200,3.1000,3.1400,3.1400,3.2000,3.0000,2.7400
SPCG,,โกลเบล็ก แอ็ดไวเซอรี่ บจก.,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟาร์อีสท์ จำกัด']",2.9000,Tue Dec 20,3.4000,3.8400,2.5000,2.5600,2.3200,2.2200,2.2000,2.2000,2.2600,2.0600,2.3000,2.0600
SPRC,"ธนาฒย์ อร่ามเรือง, ชมพูนุท บุญสัมพันธ์, อโณทัย ฮวบบางยาง, ลลนา เตรียมชาญชูชัย","ไทยพาณิชย์ จำกัด (มหาชน), ฟินันซ่า จำกัด, เกียรตินาคินภัทร จำกัด (มหาชน), บัวหลวง จำกัด (มหาชน)",['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เกียรตินาคินภัทร จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคเคเทรด จำกัด', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",9.0000,Tue Dec 08,8.5000,8.6000,8.0000,8.0000,8.2500,8.5000,8.3500,8.7000,8.7000,9.5500,10.4000,10.2000
SPREME,นาย ชัยสิทธิ์ เล่าเรียนดี,บริษัท ฟินเน็กซ์ แอ๊ดไวเซอรี่ จำกัด,"['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ คิงส์ฟอร์ด จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอสบีไอ ไทย ออนไลน์ จำกัด', 'บริษัทหลักทรัพย์ เอเอสแอล จำกัด']",2.6000,Thu May 02,3.4200,3.4800,2.2800,2.3000,2.4000,2.4000,2.3400,2.0400,2.0400,1.6800,1.5500,2.0400
SPVI,สมลักษณ์ เธียรพจน์,ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",0.9000,Thu Dec 19,2.3000,2.3400,1.4200,1.4700,1.2800,1.1100,1.1200,1.1700,1.0600,0.9800,0.9500,1.4000
SQ,"นาย ประเสริฐ ตันตยาวิทย์, N.A.","บริษัท หลักทรัพย์เมย์แบงก์ กิมเอ็ง (ประเทศไทย) จำกัด (มหาชน), ธนาคารไทยพาณิชย์ จำกัด (มหาชน)","['บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)']",3.2000,Wed Oct 26,4.2200,4.4200,3.9800,4.0000,4.2800,4.1400,4.2000,4.1600,4.1000,4.2000,4.9600,5.7000
SR,รัฐชัย ธีระธนาวัฒน์,อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",3.5000,Wed Nov 11,5.0000,5.0500,4.0000,4.0000,4.0800,3.9000,3.8400,3.9400,4.0000,3.8000,3.3400,3.2800
